repeat,seed,alpha,theta_hat,rmse,particle_sd,accept_rate,final_temp,n_final_particles
5,8,0.5,1.0275006533068447,0.027500653306844702,0.004425236438168569,0.033600000000000005,1.3331690457504615,50
5,8,0.8,1.0416745605644413,0.0416745605644413,0.019800522515451346,0.04880000000000001,1.8589465735023207,50
6,8,0.3,0.9216887150195953,0.07831128498040474,0.0009804824510778517,0.047200000000000006,1.979238384644845,50
6,8,0.5,1.057712283006674,0.05771228300667408,0.008464519899446082,0.047200000000000006,1.5011920143685307,50
6,8,0.8,0.9246850905835907,0.07531490941640928,0.002996819310857014,0.03440000000000001,1.8139571041421596,50
7,8,0.3,1.0206923101970218,0.02069231019702178,0.022411615316474984,0.0216,1.4976112916776527,50
7,8,0.5,1.0883098168060217,0.08830981680602168,1.3143169579385918e-05,0.0496,1.5013621500688215,50
7,8,0.8,0.9800217943950826,0.019978205604917365,0.015545908723523481,0.045599999999999995,1.8181262447035036,50
8,8,0.3,0.9563953231865334,0.04360467681346658,4.549457034471186e-06,0.0304,1.559721296218797,50
8,8,0.5,0.9850220884191769,0.014977911580823067,0.0006542507633020166,0.047200000000000006,1.6008371622695616,50
8,8,0.8,1.009672687219242,0.009672687219242082,0.0019669345989089086,0.0424,1.7741441045232091,50
9,8,0.3,1.0019905667716527,0.0019905667716526576,7.624264444722877e-06,0.049600000000000005,1.586770679186579,50
9,8,0.5,0.9550395840283776,0.04496041597162237,0.05431276268108604,0.0352,2.01303124389642,50
9,8,0.8,1.0810916951673188,0.08109169516731884,0.01312555501894572,0.046400000000000004,1.5980843337060664,50
0,9,0.3,0.9929070488914163,0.007092951108583656,1.1214946133455537e-16,0.0,0.01,50
0,9,0.5,1.0713593368580383,0.0713593368580383,0.011048740114751342,0.044800000000000006,1.5269421326167225,50
0,9,0.8,1.0223556218627443,0.022355621862744313,1.2337719152299804e-05,0.0432,2.0649614141332244,50
1,9,0.3,0.9105704890255096,0.08942951097449037,0.00016227100885063395,0.036800000000000006,1.5037601456312766,50
1,9,0.5,0.9680421600014733,0.03195783999852675,0.0014832204953996982,0.0416,1.6301558121447792,50
1,9,0.8,0.979166365097505,0.020833634902495013,0.004792119578508803,0.0456,2.0767936015789648,50
2,9,0.3,0.9555434810309429,0.04445651896905711,0.0002207774851673744,0.0408,1.2524768329509433,50
2,9,0.5,0.9362392103565199,0.06376078964348009,0.013586563944869715,0.049600000000000005,1.5487670009645025,50
2,9,0.8,0.9243815373209955,0.07561846267900452,0.004720047317052271,0.049600000000000005,2.267703122193282,50
3,9,0.3,0.9930784863468314,0.0069215136531686206,5.0894873725915536e-05,0.0432,1.6338791778633381,50
3,9,0.5,0.9323903054422477,0.06760969455775234,0.005089100026166769,0.044800000000000006,1.6859843217043293,50
3,9,0.8,0.9574678245681095,0.04253217543189047,0.003443048005813726,0.04960000000000002,1.958091522754525,50
4,9,0.3,1.0885257416587064,0.08852574165870641,0.010003765787939304,0.044800000000000006,1.672129777124131,50
4,9,0.5,1.0111274727811155,0.011127472781115477,0.0001989026903823921,0.0408,1.5762317213481016,50
4,9,0.8,0.9608077777471613,0.03919222225283869,0.002535214378629499,0.04160000000000001,1.7989184598736427,50
5,9,0.3,1.0065708731230927,0.00657087312309268,6.500314385107145e-06,0.0432,1.3066179736135464,50
5,9,0.5,1.0211772436736766,0.02117724367367657,0.00013104834288447928,0.028000000000000004,1.5984425577195331,50
5,9,0.8,1.0974970847699426,0.09749708476994257,0.02038516987337362,0.0496,2.296756222035983,50
6,9,0.3,1.0837923017707314,0.08379230177073138,0.0,0.0,0.01,50
6,9,0.5,0.9722106690364524,0.02778933096354763,0.0002773492067446977,0.044,1.6267082745369903,50
6,9,0.8,1.0670347358479797,0.0670347358479797,0.0028922247605168818,0.04880000000000001,1.790053645159452,50
7,9,0.3,0.9969479142081188,0.0030520857918812094,1.1723118331537894e-06,0.047200000000000006,1.6469874178550026,50
7,9,0.5,1.058630620084764,0.05863062008476394,0.0004895988685425456,0.03760000000000001,1.3089767620273265,50
7,9,0.8,0.9831424063837741,0.016857593616225852,0.07946961614695777,0.018400000000000003,9.999802905917168,50
8,9,0.3,1.0014670241841839,0.0014670241841838738,0.0003311040785966101,0.0344,1.2052617153035343,50
8,9,0.5,0.9721949085034585,0.027805091496541534,0.04826621871226694,0.03440000000000001,1.2880289495089299,50
8,9,0.8,0.9885572990553496,0.011442700944650386,0.009043249458349426,0.039200000000000006,1.9349626766070753,50
9,9,0.3,0.9098214143907204,0.0901785856092796,1.1924203099917951e-05,0.047200000000000006,1.3013587657312824,50
9,9,0.5,1.0633039496330152,0.06330394963301522,0.000164052026741319,0.0368,1.5577284671100444,50
9,9,0.8,1.0354067165938226,0.03540671659382255,0.0022845520945770632,0.048799999999999996,1.868039071768093,50
