seed,repeat,mh_sd,mh_iters,theta_hat,rmse,particle_sd,accept_rate,final_temp,n_final_particles
7,6,0.1,100,0.6425155132580167,0.3574844867419833,0.2967266405179101,0.0464,0.3621244164625905,50
8,6,0.1,100,0.5723893485786715,0.4276106514213285,0.12170784244975981,0.04500000000000001,0.48605632585105696,50
9,6,0.1,100,0.038228230656246406,0.9617717693437536,0.15386004190740374,0.041400000000000006,0.6175202389303063,50
0,7,0.1,100,0.6335647628305742,0.36643523716942583,0.12286276193132244,0.04540000000000001,0.3550461608453467,50
1,7,0.1,100,-0.07821139143240084,1.0782113914324007,0.21582758416230907,0.0256,0.4199895559214426,50
2,7,0.1,100,-0.9640123252317286,1.9640123252317285,0.1689420402135742,0.049400000000000006,0.5917513471365108,50
3,7,0.1,100,-0.5972219012090817,1.5972219012090818,0.42964652583668106,0.04939999999999999,0.9550254041927568,50
4,7,0.1,100,0.2734360295538801,0.72656397044612,0.2591328252112289,0.043,0.6117312081961921,50
5,7,0.1,100,0.8153051080925997,0.1846948919074003,0.2394866910481571,0.03780000000000001,0.3540635917293088,50
6,7,0.1,100,0.967097171548741,0.032902828451259025,0.04670700662028772,0.027000000000000003,0.5860911258694725,50
7,7,0.1,100,0.9311444883274352,0.06885551167256476,0.12112963951879593,0.049400000000000006,0.35138668415323904,50
8,7,0.1,100,0.47628470971471876,0.5237152902852813,0.16263205896886634,0.038,0.458055720866714,50
9,7,0.1,100,-0.6419880511477905,1.6419880511477905,0.21326930933808108,0.0434,0.8105860919515564,50
0,8,0.1,100,0.19727669146723728,0.8027233085327627,0.18922895871011974,0.039799999999999995,0.40213087032986927,50
1,8,0.1,100,0.20170135068861178,0.7982986493113882,0.08890046495697304,0.04580000000000001,0.4613514191359136,50
2,8,0.1,100,-0.16248471048335766,1.1624847104833576,0.24419379643366715,0.049800000000000004,0.7764688440368364,50
3,8,0.1,100,0.55558711698344,0.44441288301656,0.3199007117389311,0.019200000000000005,0.8362002677815457,50
4,8,0.1,100,0.9576474310983173,0.04235256890168271,0.17436373891302817,0.03,0.5576979758569185,50
5,8,0.1,100,0.2554496430002351,0.7445503569997649,0.12148747164293341,0.0462,0.35223011365199386,50
6,8,0.1,100,0.7772967533776546,0.22270324662234542,0.14906288173915855,0.046,0.6019448677985957,50
7,8,0.1,100,1.000672466438236,0.0006724664382360412,0.06143561236185496,0.046400000000000004,0.3793216724706506,50
8,8,0.1,100,0.46842641927293394,0.5315735807270661,0.08033366417894357,0.042800000000000005,0.47165018477929677,50
9,8,0.1,100,0.41898846452874894,0.5810115354712511,0.0644607212594536,0.0462,0.547612376065014,50
0,9,0.1,100,0.7107382267184316,0.28926177328156844,0.07907579453635136,0.042,0.3658806135737392,50
1,9,0.1,100,-0.1625609721925898,1.1625609721925898,0.09195872152141901,0.049,0.3996447321417759,50
2,9,0.1,100,0.40962990556813567,0.5903700944318644,0.22785139545250632,0.047200000000000006,0.8998011148837279,50
3,9,0.1,100,0.19435137296496816,0.8056486270350318,0.16611548079462302,0.041800000000000004,0.8268557955849878,50
4,9,0.1,100,0.5525413667585596,0.4474586332414404,0.06292795723516227,0.04219999999999999,0.5707542784929855,50
5,9,0.1,100,0.7636009627714228,0.23639903722857725,0.09329971839150275,0.0398,0.3117328605702578,50
6,9,0.1,100,0.7004151720260391,0.2995848279739609,0.14641086491471683,0.0344,0.5209448834546136,50
7,9,0.1,100,1.042384878237504,0.04238487823750403,0.13507919111826008,0.049600000000000005,0.3662984503118538,50
8,9,0.1,100,0.18974745401280482,0.8102525459871952,0.1557506945526255,0.04879999999999999,0.47849671701911134,50
9,9,0.1,100,-0.01751360990516746,1.0175136099051674,0.1868501497412383,0.034,0.6150554531901349,50
0,0,0.2,20,0.4499890096095781,0.5500109903904219,0.15326961353606766,0.044000000000000004,0.3553900433057677,50
1,0,0.2,20,-0.20737887269201355,1.2073788726920136,0.23222298599884056,0.028000000000000004,0.38496943608823087,50
2,0,0.2,20,0.009942377912842543,0.9900576220871574,0.11096532719779215,0.047,0.8978644133059777,50
3,0,0.2,20,-0.35463370811017014,1.3546337081101703,0.1306701719740523,0.038,0.8971547624743145,50
4,0,0.2,20,0.84567884078338,0.15432115921662004,0.2663862188114392,0.04699999999999999,0.5656926485011132,50
5,0,0.2,20,0.5293253530925711,0.4706746469074289,0.17405116339226595,0.031000000000000007,0.29551874429159913,50
6,0,0.2,20,0.7762477195759719,0.22375228042402806,0.1722983878504148,0.04999999999999999,0.7516710047569632,50
7,0,0.2,20,0.933899981325172,0.06610001867482795,0.23029383667160083,0.046000000000000006,0.33922451524403185,50
8,0,0.2,20,0.6407242491539116,0.3592757508460884,0.13426290835905053,0.04300000000000001,0.4689616553050908,50
9,0,0.2,20,0.45398679149194926,0.5460132085080507,0.1358221495109705,0.032,0.5739975818242682,50
0,1,0.2,20,0.3997738586306503,0.6002261413693497,0.18230044649353105,0.046,0.4523172776198231,50
1,1,0.2,20,-0.39798560236039443,1.3979856023603945,0.11486476522976381,0.046000000000000006,0.4187175528074898,50
2,1,0.2,20,0.009696072817296755,0.9903039271827032,0.1488798080382085,0.04299999999999999,0.6608039943698544,50
3,1,0.2,20,-0.8346350919804496,1.8346350919804495,0.09345323492954254,0.034,1.035793680952219,50
4,1,0.2,20,0.5158577760906485,0.48414222390935147,0.1870399788750223,0.042,0.6922161502281052,50
5,1,0.2,20,0.8118334689261062,0.1881665310738938,0.13776547530630948,0.043,0.2501401880436347,50
6,1,0.2,20,0.9328427756903628,0.06715722430963722,0.1189993335115897,0.03900000000000001,0.648501078180538,50
7,1,0.2,20,1.4413863163276892,0.4413863163276892,0.2036228525523873,0.026000000000000006,0.4112022151158701,50
8,1,0.2,20,0.42493182749691905,0.575068172503081,0.22433548572502043,0.046,0.4037427004548395,50
9,1,0.2,20,0.5687441958736008,0.4312558041263992,0.3831340573131561,0.04000000000000001,0.6186188935440766,50
0,2,0.2,20,0.48092541521673965,0.5190745847832603,0.10921900551222903,0.048,0.41985101318344753,50
1,2,0.2,20,-0.6686240392728215,1.6686240392728215,0.2341990962006953,0.049,0.4270955890181797,50
2,2,0.2,20,0.3509654092838309,0.6490345907161691,0.09882442054115337,0.043,0.9186040941993546,50
3,2,0.2,20,0.2099942452369733,0.7900057547630267,0.41611736490208,0.043,0.8268782113883806,50
4,2,0.2,20,0.4197904940155494,0.5802095059844505,0.28153364126359215,0.049,0.6890983473052377,50
5,2,0.2,20,0.9026124247984079,0.09738757520159214,0.14458302896362507,0.047,0.2762885713984313,50
6,2,0.2,20,1.0780984021637672,0.07809840216376718,0.15384939966832026,0.04,0.7101820147701274,50
7,2,0.2,20,1.0120345506983068,0.012034550698306834,0.17164264733017678,0.04699999999999999,0.3102829630039597,50
8,2,0.2,20,0.712879699228996,0.28712030077100403,0.2291835588875173,0.04300000000000001,0.4083926943855318,50
9,2,0.2,20,0.4893839415231398,0.5106160584768602,0.18234568315565253,0.04800000000000001,0.5113050479594592,50
0,3,0.2,20,0.8269881734635794,0.17301182653642055,0.09791167674388616,0.046,0.3611554182183053,50
1,3,0.2,20,-0.27215909540418837,1.2721590954041884,0.2966647416617251,0.04800000000000001,0.3494753968317156,50
2,3,0.2,20,0.10307929986971312,0.8969207001302869,0.15048825950514136,0.038,0.7158806406971306,50
3,3,0.2,20,-0.3547284748049993,1.3547284748049992,0.3563315589051989,0.048,0.8955894035793955,50
4,3,0.2,20,0.44005112906184585,0.5599488709381542,0.13182206204673536,0.046000000000000006,0.647289635873146,50
5,3,0.2,20,0.8457106667950487,0.1542893332049513,0.18311921374520448,0.044000000000000004,0.28600068458537437,50
6,3,0.2,20,0.813012448241581,0.18698755175841897,0.13908164202982368,0.044000000000000004,0.5100098012530103,50
7,3,0.2,20,0.9112196147856569,0.08878038521434306,0.17527571302951078,0.047000000000000014,0.39868157842717117,50
8,3,0.2,20,0.6311013945517298,0.36889860544827024,0.15318148504748033,0.049,0.4503077224813815,50
9,3,0.2,20,0.12081912376050694,0.879180876239493,0.34934238520158384,0.03300000000000001,0.5891085636664573,50
0,4,0.2,20,0.8505865489998305,0.14941345100016945,0.18953919491270108,0.04300000000000001,0.3436659067529305,50
1,4,0.2,20,-0.31010016824325815,1.3101001682432583,0.20662368885526713,0.04400000000000001,0.36657827536352416,50
2,4,0.2,20,-0.29147885705986626,1.2914788570598663,0.11027347735842469,0.04699999999999999,0.6085399750264278,50
3,4,0.2,20,0.6206401839213365,0.37935981607866354,0.3961097575344304,0.04000000000000001,0.94029539693288,50
4,4,0.2,20,0.5543234578253523,0.4456765421746477,0.2960083218492074,0.04500000000000001,0.6103558747548818,50
5,4,0.2,20,0.9038586244499095,0.0961413755500905,0.0979748654895388,0.038000000000000006,0.22441731205092869,50
6,4,0.2,20,1.02903450312719,0.029034503127189915,0.09029685662031531,0.048999999999999995,0.5717511786911578,50
7,4,0.2,20,0.585481954550673,0.414518045449327,0.0913993393668444,0.036000000000000004,0.344143423719511,50
8,4,0.2,20,0.6258725884764721,0.3741274115235279,0.15457025154844825,0.048,0.3983752715836557,50
9,4,0.2,20,0.45142109341435427,0.5485789065856457,0.13877001176909912,0.029000000000000005,0.4907498008038196,50
0,5,0.2,20,0.6351414290936656,0.36485857090633445,0.09306717091678747,0.046000000000000006,0.31205838917883544,50
1,5,0.2,20,-0.4908235587907068,1.4908235587907068,0.16789602084564076,0.042,0.39046903942447864,50
